-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
Mml-Mir-1323	-2.3	-1.7	3.6	2.9	3.6	1.7	3.2	-2.9	-4.8	-6.5	-5.2	-5.8	-7.7	-7.2	-6.2	-3.8	-3.9	-4.5	-4.5	-4.7	-2.2	-4.6	-4.5	0.2	-1.6	-3.9	-5.1	-2.4	-5.2	-4.7	-4.2	-3.2	-2.3	-1.7
Mml-Mir-1911	-1.3	1.6	-1	-3.6	-1.7	0.2	-2.7	-3.3	-0.1	-0.1	-2.6	-0.4	-0.4	-4.6	-4	1.9	-2.4	-4.5	-2.5	-3.9	-5.8	-3.1	-2.5	-1.8	-1.9	-1.9	-4.8	-6.8	-6.7	-2.4	-2	-4.3	-5	-3.9
Mml-Mir-2114	-5	-2.2	-4.2	-4.6	-1.8	3.3	-1.3	-2.3	-2	0.6	-1.6	1.9	2.7	3.6	-2.6	-5.9	-9.2	-10.3	-9.6	-7.5	-4.3	-2.6	-0.2	-0.2	-1.2	-4.6	-2.2	-3.2	-3.5	0.6	1.8	-3.8	-3.7	-0.9
Mml-Mir-2355	-1.7	-3.3	-5.9	-7.2	-6	-1.5	-1.3	0.3	0.5	-2.1	0.5	0.8	0.6	0.6	3.3	-2.7	-3.5	-3	-2.4	-5.6	-5.2	-0.7	0.3	0.3	1	4.2	1.9	-2.1	-2.2	-3.2	-6.2	-6.2	1.7	3.5
Mml-Mir-3059	-3.4	-3.9	-2.7	-3.8	-3.2	1.8	3.2	-2.6	-4.5	-5.1	-9.1	-8	-5.4	-0.5	-0.5	0.9	-0.6	-2.2	-5.1	-6	-3.4	-1.2	-0.6	-1.3	-2.7	-1.8	-1.8	-3.1	-4.2	-1.9	-1.2	-3.7	-1.8	-2.2
Mml-Mir-3085	-4.8	-0.9	-3.6	-4.1	-2.8	-1.1	-5.9	-8.7	-10.3	-9.6	-9.6	-5.3	-7	-4.7	0.2	-0.3	-6.3	-6.9	-4.7	-6.2	-5.4	-2	0.9	3.5	4.6	4.3	1.7	-1.7	-5	-6.6	-9.2	-9.7	-4.9	-4.1
Mml-Mir-3140	-1.2	-2.8	-5.7	-6.1	-4	-4.7	-7.1	-5.1	-4	-1.3	-2	-3.1	-3.5	-4.5	-7.2	-8.3	-7.9	-7.3	-4.7	-2.1	-0.6	-1	-1.7	-1.5	-4.2	-5.1	-6.1	-6.2	-5.6	-5.4	-0.8	-0.9	-0.7	1.7
Mml-Mir-3145	2	0.9	-0.4	-1.8	-2.8	-3.2	-3.2	-3.7	0.9	-0.6	-1.2	-1.2	-0.2	0.8	-1.3	-2.7	-1.7	-1.7	-5.5	-7.2	-6.9	-5	-3	-5	-5.7	-4.9	-3.2	-2.7	-2.7	1.7	1.3	0.8	1.7	2.6
Mml-Mir-3146	-2.2	-3.9	-6	-6.6	-5	-5.3	-5.2	-3.5	-3	-3.7	-4.5	-0.2	-1.2	-3.3	-3	-0.6	1.1	-5	-5.7	-4.6	-2	-1.1	2.8	3.1	4.4	-2.9	-4.9	-5.9	-5.5	-3.7	0.3	-0.8	0.4	5.8
Mml-Mir-3173	-4.1	-4.9	-4.9	-0.1	-1.5	-1.5	1	-4.9	-8.2	-11.3	-9.5	-9.5	-9.3	-6.2	-6.2	-4.5	-4.5	-6.3	-10.8	-11.7	-11	-10.1	-9.4	-6.9	-4.9	-4.3	-4.3	-2.9	-4	-4.7	-4.3	-4.6	-3.9	-4.6
Mml-Mir-3200	-8.6	-6.5	-4.6	-1.7	1.4	2.3	-0.1	-2.7	-4.9	-4.4	-4.7	0.6	2.1	1.7	1.2	-0.6	-5.1	-7	-6.7	-5.7	1.5	0.5	0	-0.8	-7.7	-9.3	-8.8	-7.2	0.5	0.3	0.4	1	2.2	1.6
Mml-Mir-3613	-0.2	2.3	0.6	0.9	-2.9	-0.4	-3	-2.6	-0.6	1.3	-1.3	1.6	1.5	2.6	1.3	-2.9	-2.9	-0.1	1	1	1.7	-1.3	-2.2	-2	-0.3	-0.3	-0.3	-0.3	-2	-2.8	-2.8	-4.8	-5.5	-3.9
Mml-Mir-3617	-2.9	0.9	-1.7	-3.9	-2.3	1.1	-3	-3.3	-2.7	-2	-4.9	-5.3	-3.6	-4.8	-5.9	-3	-1.7	-1.9	-2.3	-3.6	-1.4	1	1	-1.3	-1.7	0.1	0.7	-0.5	0	0.8	-4	-6.6	-7	-5.5
Mml-Mir-3934	-2.2	-4.8	-6.8	-7.5	-3.5	-2.2	-1.2	-1	1.4	-2.4	-2.7	-3.7	1.1	-0.1	-0.9	0.5	-0.8	-1.5	-5.3	-5.1	-3.5	-3.6	-2.9	-2.9	-2.9	-4.8	-5.5	-7.2	-7.6	-4.2	-3.2	-2.2	-1.9	-1.4
Mml-Mir-4524	-1.3	-2.2	-4.8	-7.1	-7.1	-5.4	-7.1	-9.5	-9.8	-7.6	-6	-7.7	-9.5	-7.8	-7.5	-9.8	-10.1	-9.6	-7	-1.7	-2.7	-2.7	-3.4	-3.9	-9.1	-10.1	-11.4	-9.6	-9.2	-8.2	-7.4	-4.7	-2.8	-0.2
Mml-Mir-4677	-2	-4.6	-5.5	-5.6	-6.9	-5.7	-2.3	0.3	1.2	2.1	3.7	0	0	2.9	1.2	0.3	-2.6	-4.2	-5.1	-4.8	-4.7	-7.1	-6.9	-7.2	-7.9	-8.3	-7.2	-3.2	-2.1	-2.8	-0.7	1.6	-1.9	-1.8
Mml-Mir-4766	-1.9	-3.1	-1.6	-1.9	-3.6	-2.8	2.6	-0.8	-2.9	-3.6	-2.9	-7.5	-8.1	-5.9	-3.9	-2.2	-2.2	-2.9	-2.2	-5.1	-7.2	-7.8	-3.6	-3.4	-1.4	-2.4	-0.4	-1.4	-3.3	-3.6	-3.6	-2.9	-3.1	-3.1
Mml-Mir-6529	-3.4	-4.6	-3.9	-3	-2.1	3.2	4.9	-0.9	-2.5	-3.4	-4.4	-5.4	-1.4	-1.4	-1.4	-2	-1	0.3	2.8	5.1	5.4	0	-3.3	-6.7	-7	-9.4	-9.7	-10.7	-8.5	-5.1	-3.2	3.1	2.3	2.5
Mml-Mir-7170	0.7	0.6	-1	-2.7	-2.8	-4.2	-4.9	-1.1	-2.8	-2.8	-1.8	-6.5	-11.7	-11.4	-6.2	-4.5	-4.2	-6	-4.3	-7	-5.8	-4.2	-0.9	-0.8	0.7	2.1	-0.4	-4.7	-4.3	-2.6	-6.1	-7.5	-6.8	-7.1
Mml-Mir-7172	-0.5	-1.7	-1.7	1.3	-0.3	-2	-1.9	-6.2	-4.6	-6.6	-5.1	-1.2	1.1	-3.7	-1.8	-0.1	-5.4	-5.5	-4.1	0.4	-2.7	-3.4	-4.8	-3.9	-7.3	-7.6	-6.5	-0.8	-0.1	-0.7	-1.7	-1.6	-4.3	-3.5
Mml-Mir-7174	-2.9	-6.3	-7.9	-9.8	-9.4	-9.7	-11.4	-9.6	-9.6	-11.3	-10.1	-8.2	-4.2	-3.5	-2.7	0.8	-2.5	-4.4	-5.7	-4.4	-7.1	-8.2	-9.2	-8.3	-7.2	-2.1	-3.1	-2.1	-3.2	-1.8	-7.1	-8.2	-7.2	-1.8
Mml-Mir-7179	-1.3	-2.4	-3.3	-3	-2.6	-1.1	-1.1	-0.9	-0.9	-2.9	-3.2	-3.2	-3.6	-5.4	-6.9	-6.7	-6.7	-7.5	-8.9	-8.8	-7.3	-5.5	-6.5	-4.7	-0.2	-0.5	-2.9	-3.6	-4.6	-8.2	-8.1	-7.1	-4.7	-3.2
Mml-Mir-7180	-0.6	-3.2	-4.2	-3.1	-0.3	-0.3	-1.4	-2.4	-0.4	-2.5	-5.9	-3.4	-2.5	-1.9	1.4	2	-2	-2.2	3.3	2.3	-2.3	-2.5	0.8	-2.3	-4.3	-6.6	-6.7	-11.6	-11.6	-7.6	-7.2	-2.3	-2.2	0.1
Mml-Mir-7181	-1.1	2.3	-2.9	-3.1	-2	2.6	3.6	-0.6	0.4	-0.7	-4	-5.6	-4	-5.3	-6	-6.3	-9	-9	-9.6	-11.4	-9.1	-3.2	-2.5	-3.2	-2.7	0.4	-2.8	3	2.6	4.3	-1.7	-3.3	-6	-2.4
Mml-Mir-7184	0.6	0.4	-0.6	-4.4	-4	3.9	0.5	2.2	2.4	-3.8	-5.4	-5.4	-4.6	-6	-8.4	-5.6	-6.3	-8.6	-9.6	-7.6	-2.6	-3.8	-0.5	5	5.7	4.3	6	0.8	-0.8	-3	-3.7	-8.8	-8.6	-5.2
Mml-Mir-7189	-3.2	-0.8	4.6	3.3	-2.9	-3.9	-2.6	-3.1	-2.4	-2	-2.9	-1.7	-1.7	-1.9	-0.7	-2.2	-0.5	-5	-7	-9.2	-5.2	-4.4	-3.7	-4.7	-1.8	-0.9	-3.3	-3.3	-1.5	-2.5	-5.7	-7.8	-7.4	-4.1
Mml-Mir-7205	0.4	-3.4	-2.5	-5	-4.9	-7.3	-8.9	-6.6	-9.6	-9.7	-7.6	-5.7	-2.3	-2.2	-3.2	-3.1	-8.1	-9.4	-6.6	-6.1	-6.2	-3	1.6	-0.6	1.7	2.8	5.2	5.4	4.1	-0.4	0	-5.2	-7.1	-6.4
Mml-Mir-7208	6	4.7	-0.7	0.9	-0.7	-0.8	-2.1	-3.9	-7.5	-8.9	-7.7	-3.7	-3	-2.3	-1.3	-2	-5.7	-7.2	-9.7	-9	-3.7	-3	-2.7	-4.5	-2.7	-5.3	-5.2	-6.9	-8.7	-6.9	-5.2	-5.2	-5.3	-4.3
Mml-Mir-9851	0	0	0	0	0	0	0	0	0	4.4	1.4	-0.2	-2.9	-4.5	-7.1	-7.8	-6.7	-5.7	-6.6	-5.7	-6.7	-7.8	-7	-7	-8.7	-7.7	-8.7	-7	-4.6	-3.9	-3.6	-2.1	1.2	-2.5
Mml-Novel-1	0	0	0	0	4.3	3.4	2.1	-0.5	-3.8	-5.5	-6	-4.8	-6.1	-6.2	-5.5	-6.2	-6.5	-7.7	-7	-5.1	-2	-0.3	1	1	0.8	-3.2	-4.4	-2.7	-2.2	-2.4	-3	-3	-1.9	0.1
Mml-Novel-2	-4.1	-4.9	-7.6	-7.6	-8.1	-3.3	-4	-3.2	-0.9	-5.1	-6.6	-5.6	1.2	0.2	-1.2	-0.8	-5.9	-9.3	-11.8	-11	-5.1	-5.1	-5	-1.6	4.7	0.6	-0.6	0.3	0.8	-2.5	-5.4	-1.6	-1.5	-6.4
Mml-Novel-3	1.3	0.6	-4.9	-7.3	-9	-7.7	-8	-9.6	-9.2	-4.2	-2.8	-2.8	-3.6	-2.6	-5.1	-4.8	-3.2	-2.7	-2.9	-3.6	-3.8	-4.2	-3.5	-2.4	2.4	2.4	0.2	-0.4	-4.4	-5.7	-6	-5.2	-1.9	1
Mml-Novel-4	1.7	0.1	-0.5	-2.3	-6.6	-4.3	-4.6	-5.6	-5.6	-5.6	-8	-5.8	-4.6	-1.8	-1.8	0	0	-6.2	-10.8	-11.7	-10.3	-11	-12.7	-12.7	-12.7	-11.7	-13.4	-11.2	-7.9	-1.1	-0.7	0.3	0.7	-0.7
Mml-Novel-5	2.9	0.9	-1.1	-2.1	0.6	-2	-2.8	-0.1	4.5	0.2	-2.2	-2.4	1.6	-3.4	-0.1	-1.1	-1.1	-1.8	-5.5	-9.2	-9.5	-6.4	-4.2	3.2	4.5	3.5	0.9	-1.5	-5.2	-6	-5.6	-4.9	-2.8	0.8
Mml-Novel-6	-2.8	-3.4	-3.5	-0.5	-0.5	1.5	2.2	-1.3	-1	-1.1	4.2	3.7	2.6	0.6	-1.3	-5.7	-6.8	-8.3	-8.5	-1.3	0.4	-1.3	0.1	2	3.7	3.1	1.1	-0.5	-4.3	-5.2	-7.6	-8.1	-6.8	-4.1
Mml-Novel-7	-2.3	1.9	1.6	-0.1	-3.5	-6.2	-9.5	-12	-11.3	-6.9	-5.3	-2.1	-2.2	-1.3	-3.3	-2.6	-3.7	-3.8	-3.1	-1.8	0	-2.9	-3	-3.1	-3	-6.4	-7.3	-5.9	-3	-4.3	-2.5	1.5	1.5	-1.4
Mml-Novel-8	-5.6	-7.2	-7.4	-1.1	0.2	1.2	1.5	0.8	-6	-8.4	-9	-9.3	-10.5	-7.5	-7.5	-7.5	-6.5	-7.2	-5.1	-6.3	-4.6	-3.2	-2.2	-3.5	-6.6	-7	-6.4	-6.8	-1.1	-0.1	1.9	0.7	0.6	0.3
Mml-Novel-9	4.6	3.3	2.2	-0.4	-2.3	-3.2	-3.3	-4.6	-4.5	-4.2	-2.7	-1.5	-1.6	2.6	2	-0.1	-2	-3.9	-9	-8.9	-7.3	-2.3	0.4	4.1	2.4	-3.5	-5.4	-4.5	-3.7	-5.3	-3.3	-0.8	4.1	-2.4
Mml-Novel-10	-4.7	-2.4	-5	-7.4	-5.6	-5.7	-5.7	-7.8	-6.8	-0.9	-1	-0.9	0.8	-0.9	-5.5	-7.3	-8.9	-7.5	-3.9	-3.2	-1.1	-1.8	-0.5	-3.3	2.1	1.1	0	0.6	2.5	-2.7	-5.4	-5	-5.1	-5.7
Mml-Novel-11	-5.2	-5.2	0.1	-0.2	0.1	0.5	-5.9	-9.2	-12.2	-13.6	-12.6	-13.6	-12.7	-12.8	-11.1	-8.4	-7.4	-6.4	-4.7	1.3	-0.8	-0.8	3.2	2.5	-3.3	-4.7	-6.2	-8.2	-5.7	-4.8	-3.6	-1.2	2.2	0.7
Mml-Novel-12	2.4	-0.4	-6	-8.7	-9.3	-6.3	-4.6	-4.1	0.7	-0.2	-2.8	-4.4	-5.2	-4.9	-6.7	-6	-6.9	-6.9	-4.7	-2.7	2.4	0.7	-0.7	-1.4	-1	-4.4	-5.5	-4.8	-2.4	0.1	1.6	-1.8	-2.2	-4.6
Mml-Novel-13	-9.2	-8.6	-4	-6.5	-6.9	-6.9	-6.2	-10.9	-13.4	-13.3	-13.4	-11.7	-10.7	-6.2	-4.8	-4.2	-2.4	-1.9	-5.3	-5	-3.4	-2.6	-2.6	-4.5	-5	-2.5	-4.5	-5.6	-5	-2.5	-3.2	1.6	2	1.7
Mml-Novel-14	-2.5	-4.5	-5.6	-4.7	-5.3	2.6	4.3	4.7	4.7	-3.1	-4.7	-5.1	-4.8	-2.9	-4.7	-2.9	-2.9	-5.2	-9.3	-9.3	-4.4	-2.8	1.5	2	1.3	-3.1	-2.5	-3.9	-5.9	-5.6	-2.9	-0.3	0.2	-0.1
Mml-Novel-15	-4.8	-6.4	-6.9	-5.6	-5.4	-1	0.7	0.4	-4.8	-7.7	-9.5	-3.5	-3.8	-5.2	-2.9	1.7	-3.1	-3.1	0.4	0.2	0.8	-0.3	-1.1	-6.8	-8.7	-8.7	-11.6	-10.1	-5.7	-3.3	-3.9	4.4	4.5	-0.9
Mmu-Let-7-P1a	-2.9	-3.9	-3.6	-2.2	-2.9	-6.2	-2.5	-2.4	-4.4	-4	-0.8	1.3	0.6	-0.4	1.5	-0.2	-1.5	-3.6	-3.3	1	-0.5	-3	-3.7	-2.7	-6.5	-7.7	-7.4	-5.5	-3.5	-5.5	-5.6	-3.8	-2.6	-1.2
Mmu-Let-7-P1b	-6.2	-3.6	-7	-3.9	-3.8	-2.4	2.5	-2.7	-6	-6	-2.7	-1.6	-1.4	-0.7	1.2	-0.2	-1.5	-3.6	-5.6	-5.9	-7.4	-9.9	-10.6	-9.5	-8.1	-6.9	-6.6	-4.4	-2.7	-4.8	-5.6	-3	-0.4	-1.2
Mmu-Let-7-P1c	-5.7	-9.1	-9.6	-3	-4.3	-4.9	-4.2	-1.3	-5.4	-6.1	-4.2	2.5	3.1	1	1.2	-0.2	-1.5	-3.6	-3	1	-0.5	-3	-3.4	-2.7	-6.5	-7.7	-7.4	-5.5	-2.5	-4.2	-4.3	-2.5	-1.3	0.1
Mmu-Let-7-P2c1	-2	-2	1.6	0.7	-1.6	-2.7	-2.4	-4.4	-6.3	-7.2	-4.7	1.9	1.9	-0.1	-1.8	-0.9	-5.4	-7.7	-8.4	-7.8	-7.1	-7.4	-8.1	-7.8	-6.7	-6.8	-2.4	-0.2	1.2	-0.1	-0.9	-3.5	-3	-1.9
Mmu-Let-7-P2b1	-2.1	-5	-5.6	-5.7	-0.8	-1.7	-0.7	-1.4	0.1	-1.8	-2.5	2.1	3.4	2.4	-1.6	-3.4	-5.6	-5.7	-5.8	-5.5	-4.8	-3.7	-3.8	-4.1	-5.3	-5.7	-5.4	-3.6	-3.8	-5.5	-5.6	-3.8	-3.5	-4.2
Mmu-Let-7-P2a1	0.7	1	0.9	-4.5	-5	-1.8	-0.9	-0.9	-2.5	-1.8	-5.1	-0.5	-0.8	-1.8	0.5	4.7	0.3	-2.1	-2.5	-2.2	-2.8	-5.1	-5.5	-4.8	-4.7	-5.1	-4.8	-3.9	-3.8	-5.5	-5.6	-3.8	-2.6	-1.5
Mmu-Let-7-P2a2	-3.8	-6.2	-7.9	-6.6	-6.7	-5.2	-3.1	0.8	1.5	-3	-3.1	-0.3	-1.7	-3.5	-2.9	1.7	0	-2.1	-2.5	-2.2	-2.8	-5.1	-5.5	-4.8	-4.7	-5.1	-4.8	-3.9	-3.5	-5.2	-5.3	-3.5	-2.7	-1.6
Mmu-Let-7-P2b2	-0.2	-1.7	-0.6	-2.4	-0.5	-0.8	-1.3	-4.6	-6.8	-6.8	-8.6	-3.9	-2.6	-3.6	-3.6	-2.3	-5.3	-7.7	-8.1	-7.8	-7.1	-7.4	-8.1	-7.4	-7.3	-7.7	-7.1	-5.2	-3.5	-5.2	-5.3	-3.7	0.4	-1.3
Mmu-Let-7-P2b3	-2.2	-3.8	-4.4	-2.5	-2.1	-4.9	-2.9	-0.8	-2	-5.6	-4.2	1.8	0.2	0.1	-0.9	0.7	-2.6	-5	-5.4	-6.1	-5.4	-5.3	-5.7	-5	-4.9	-5.3	-5.7	-5.2	-3	-0.9	-1	0.8	0.8	8
Mmu-Let-7-P2a3	-3	-4.8	-2.8	-3	-2.2	-2.9	-3.5	-4.2	-10.3	-9.6	-9.3	-2.8	-2.5	-1.8	0.5	4.7	0.3	-2.1	-2.5	-2.2	-2.8	-6	-6.4	-5.4	-5.3	-5.7	-5.4	-3.6	-3.5	-5.5	-5.9	1.7	1.7	2.3
Mmu-Let-7-P2c3	-5.3	-5.7	-0.9	1.6	-1.8	-2.5	-2.4	-1.4	-4.4	-6.9	-6.2	1.2	-2.5	-3.6	-3.6	-2.2	-5.3	-7.7	-8.1	-7.3	-2.5	-1.5	-1	0	0.1	-4.3	-4.6	-4.3	-5.4	-7.4	-7.5	-5.7	-4.5	-2.8
Mmu-Let-7-P2c2	-3.6	-5.7	0.3	-1.4	1.1	5.1	-0.3	-1.3	-3.9	-3.9	-6.7	-1.6	-0.3	-1.9	-3.6	-2.2	-5.3	-7.7	-8.1	-7.8	-7.1	-6.1	-5.7	-5	-4.9	-5.6	-5.9	-6.3	-6.9	-4.4	-4.5	-2.6	4.2	5
Mmu-Mir-1-P1	-2.1	-0.7	-4.1	-5.7	-5.2	-4.5	-2.9	-5.6	-3.5	-1.5	1.6	0.5	0.9	0.3	0.3	-5.1	-5.9	-5.1	-5.4	-5.9	-5.5	-4.7	-3.4	-3.9	-3	-1.5	-1.3	-0.8	3	1.1	0.5	0.5	-4.7	-5.5
Mmu-Mir-1-P2	-4.6	-5.9	-7.8	-8.4	-8.4	-6.7	-4.7	-4.7	-3.6	-1.6	1.9	1.8	0.8	1	0.3	-5.1	-5.9	-5.1	-5.4	-5.9	-5.5	-4.7	-3.4	-3.9	-1.7	-0.5	-0.3	0.3	5.1	3.2	1.3	1.6	-4.7	-5.3
Mmu-Mir-1-P3	-0.9	-1.5	-0.2	-3	-1.8	3.3	3.6	0.7	-1.6	-1.6	-4.5	-6.6	-7.6	-8.5	-6.2	-5.9	-4.9	-4.1	-4.4	-4.6	-5.5	-4.4	-3.1	-3.6	-2.7	-1.2	-1.3	1	1.1	4.2	3.6	3.6	-0.9	-2
Mmu-Mir-7-P1	-9.8	-9.8	-6.3	-4.7	-1.9	2.7	3.7	1.6	0.4	2.1	-1.5	-3.6	-4.3	-5.9	-1.5	-3.1	-3.6	-4.7	-3	-5.5	-2.5	-2.6	-2.3	-2.5	-1	-4.3	-5	-2.4	0.5	1.7	1.9	0.2	-0.6	-4.4
Mmu-Mir-7-P2	-4.6	-6.2	-8.8	-10.8	-9.6	-6.2	-6.2	-4.5	-4.3	-1.5	-0.6	-2.2	-2.2	-1.6	2.8	-2.4	-3.6	-4.7	-3	-5.6	-3	-2	2	1.8	3	-0.3	-0.2	-0.8	0.5	1.7	2.2	0.2	-0.6	-3.7
Mmu-Mir-7-P3	-2.8	-4.9	-5.7	0.4	0.1	-3.7	-2	-0.7	-4.4	-6.8	-6.6	-2.6	-3.3	-3.1	-2.2	-0.6	-1.7	-0.5	7.5	3.8	1.2	-0.5	-3.1	-5	-5.7	-5.7	-5	-2.4	0.5	1.7	2.2	0.2	-0.6	-4.1
Mmu-Mir-8-P1a	-4.4	-5.2	-2	-2.4	-0.7	1.5	4.1	0	-0.2	0.3	-0.1	-4.4	-4.7	-6.3	-1.8	-2.2	-1.5	-1.6	-3.8	-2.8	-6.6	-7.6	-9	-8.9	-8.2	-8	-9	-7.2	-2.7	-1.1	-2.1	-1.3	-0.3	-2.2
Mmu-Mir-8-P1b	-4.1	-6.6	-7.7	-7.7	-6.5	-3	-4.3	-5.6	-4	-1.5	-6.1	-6.9	-4.7	-4.3	-6.9	-7.6	-1.2	-1.9	-2.4	-3.1	-1.1	3.2	-3.6	-1.9	-1.9	-2	-6.6	-8.1	-7	-5.4	-6.4	-5.2	-3.6	0.9
Mmu-Mir-8-P2a	-7.1	-8.8	-8.6	-3.8	-3.8	-2.9	-1.5	-5.7	-6.8	-6.6	-1.7	-0.9	1	-2.6	1.2	-1.7	-1.5	-1.6	-2.1	0.1	-3.7	-6.1	-8.2	-8.1	-8.1	-9.5	-5.1	-2.9	-0.4	1.2	0.2	-3.2	-3.2	0.6
Mmu-Mir-8-P2b	-3.5	-3.9	-5.9	-7.6	-7.6	-7.6	-11.8	-14.1	-13.5	-7.5	-6.2	-3.8	-1.8	-1.4	-0.9	-0.8	-1.1	-1.9	-3.8	-5.2	-7.9	-5	-7.1	-7	-6.3	-4.7	-7.2	-7.6	-5.1	-3	-0.2	1.5	-0.1	0.7
Mmu-Mir-8-P3a	-4.3	-3.9	-0.5	6	2.7	2.3	1.3	-4.8	-6.7	-8.1	-7.1	-7	-3.9	1.6	3.6	3.7	1.9	-2.4	-3.5	-7.3	-8.3	-9.7	-9.6	-7.1	-4.5	1.4	2.9	3.7	5	-2.2	-4.1	-4.4	-3.1	-2.2
Mmu-Mir-9-P1	-9	-9.9	-9.4	-6.9	-3.4	-0.1	2.6	6.4	6.5	2.1	0.7	0	2.6	2.5	2.1	1.5	-0.4	-5	-4.9	-5.3	-5.1	-7.1	-5.4	-4	-5.7	-7.8	-8.3	-7.5	-1.9	-1.9	-1.4	-0.6	0.1	-3.2
Mmu-Mir-9-P2	-3.1	-2.2	-2.7	-2.4	-3.2	-2.5	-4.4	-1.1	0.9	1.2	2.5	2.7	2.6	2.5	2.1	1.5	-0.4	-5	-4.9	-5.3	-5.1	-7.1	-5.4	-4	-5.7	-7.8	-8.3	-7.5	-1.9	-1.9	-1.4	-0.6	0.1	-3.2
Mmu-Mir-9-P3	-5.3	-3.6	1.9	3.9	4.1	-0.6	-1.5	-4.4	-4.7	-1.7	-1.9	-1.1	2.8	3.8	5.1	1.3	0.6	-4.1	-4.9	-5.3	-5.1	-7.1	-5.4	-4	-5.7	-7.8	-8.3	-7.5	-1.9	-1.9	-1.4	-0.6	0.1	-3.4
Mmu-Mir-10-P1a-v1	-2.9	-4.1	-4.1	-2.7	-2.7	-1	2.2	1.1	0	-0.6	0.9	0.9	1.3	-1	-3.2	-3.5	-3.1	-2	-2.2	-1.5	-0.1	1.4	-2.5	-1.1	-2.2	-2.5	-0.5	-0.5	-4.1	-4	-4.2	-3	-4.7	-4.3
Mmu-Mir-10-P1a-v2	-4.1	-4.1	-2.7	-2.7	-1	2.2	1.1	0	-0.6	0.9	0.9	1.3	-1	-3.2	-3.5	-3.1	-2	-2.2	-1.5	-0.1	1.4	-2.5	-1.1	-2.2	-2.5	-0.5	-0.5	-4.1	-4	-4.2	-3	-4.7	-4.3	-3.4
Mmu-Mir-10-P1b-v1	-0.6	-2.5	-3.2	-2	-1.7	-1.3	-1.1	-1.5	-2.7	-3.3	-1.8	-1.8	1	-1	-3.2	-3.5	-3.1	-2	-2.2	-1.5	-0.1	1.6	-2.4	-0.9	-2	-2.3	-0.3	-0.5	-5	-4.1	-4.3	-3.4	2.2	1.6
Mmu-Mir-10-P1b-v2	-2.5	-3.2	-2	-1.7	-1.3	-1.1	-1.5	-2.7	-3.3	-1.8	-1.8	1	-1	-3.2	-3.5	-3.1	-2	-2.2	-1.5	-0.1	1.6	-2.4	-0.9	-2	-2.3	-0.3	-0.5	-5	-4.1	-4.3	-3.4	2.2	1.6	0.3
Mmu-Mir-10-P2a	-5.6	-6.8	-7.2	-5.8	-2.4	0.9	6.7	6.1	-1.2	-2.8	-3.6	-0.9	-2.6	-3.3	-2.6	2.7	-1.6	-1.9	-2.8	-1.4	-4.3	-4	-1.4	-1	-0.7	1.2	4.3	0	0.1	-0.6	-1	-6.4	-5.7	-0.6
Mmu-Mir-10-P2c	-1.9	-0.6	-0.9	-4.3	-4.9	-2.9	-1.6	-0.6	-0.6	-1	-0.4	0.4	-0.7	-1.4	-3.3	-3.2	-7.2	-7.8	-8.7	-7.3	-4.8	-2.9	-0.4	-1.5	-1.8	0.3	-0.5	-2.1	-2	-2.2	-1.6	-0.7	-3.5	-2.6
Mmu-Mir-10-P2b	-3.8	-5.8	-8.4	-8.8	-4.5	-3.9	-3.9	-4.5	-3.9	-2.4	-5.3	0.5	-0.2	-0.9	-2.5	-5.7	-4.4	-4.8	-5.7	-4.3	-1.8	0.1	1	-0.4	-0.7	1.5	-0.5	-2.1	-2	-2.7	-0.4	0.6	-0.1	1.7
Mmu-Mir-10-P3b	-4.3	-6.9	-7.6	-5.6	-3.6	1.1	1.4	3.3	-0.5	-3.1	-5.6	-5.8	-1.8	-5.4	-5.4	-1.8	-0.1	-5.9	-6.3	-3.7	0.3	-3.3	-3.6	-3.3	-0.5	-3.2	1.7	2.3	1.6	1.3	-5.4	-7.1	-9.4	-9.6
Mmu-Mir-10-P3a	-4	-5.4	-5.4	-2	-1.9	-3.3	-2.7	-3.5	-5.1	-6.7	-5.4	-2.8	-1.9	-4.7	-3.7	-1.8	-0.1	-5.9	-6.3	-3.7	0.3	-3.3	-3.6	-3.3	-1.3	-6.4	-7.3	-4.5	-3.8	-4.2	-5.9	-5.3	-3.1	2.4
Mmu-Mir-10-P3c	2.5	0.9	-0.4	-0.9	-2.8	-6.2	-7.9	-6.9	-6.9	-9.3	-6	-5.5	-5.5	-6.2	-6.1	-0.4	-2.8	-3.5	-2.1	0.5	-0.2	-3.3	-3.6	-2.8	2.8	-2.6	-3.2	-0.8	-0.8	-5.1	-7	-7.2	-5.4	-3
Mmu-Mir-15-P1a	-3.2	-5.8	-7.1	-5.9	-2.6	0	0.9	2.5	0	2.6	1.9	1.9	2.4	-1	-2.6	-3.7	-7.9	-9.5	-11.2	-9.4	-7.6	-6	0.8	2.3	1.4	0.7	-4.9	-5.4	-5	-6.5	-6.9	-3.3	-1.1	-0.6
Mmu-Mir-15-P1b	-2.8	-4.1	-5	-4.8	-2.3	0.3	1.2	4.5	3.8	3.7	-0.4	2.3	-0.3	-2.6	-1.6	-3.2	-9	-10.1	-9.2	-3.2	-1.7	-0.6	5.2	6.7	1.6	1.2	0.9	-2.5	-3.2	-2.9	0.2	0.6	0.9	1.1
